Req_ID,Title,Description,Type,ASIL,Priority,Module_Hint,Status,Notes
MON-RUN-002,Runnable: MtrMon_1ms,"1. Read IdMon, IqMon → convert to float (×0.01)2. Compute |Idq|=sqrt(Id²+Iq²); compare to IOcThd3. OC detection with debounce counter (3 consecutive cycles)4. If OC: OcSt=TRUE, IqMaxOut=0, MtrProtSt=OC_Fault5. DC bus OV/UV check: VdcMon vs VdcOvThd and VdcUvThd6. Overspeed check: SpdMon vs OsSpdThd7. Update MtrProtSt with highest priority active fault",interface,ASIL-B,must,,approved,"sqrt() may need CORDIC approximation for ASIL-B; Runnable ShortName=MtrMon_1ms; RTE Event=TimingEvent; Cycle / Condition=1 ms; Ports Read=IdMon, IqMon, VdcMon, SpdMon; Ports Written=OcSt, MtrProtSt, IqMaxOut; CalPrm Used=IOcThd, VdcOvThd, VdcUvThd, OsSpdThd; IRV Read=OcState; IRV Written=OcState; ExclusiveArea=EA_MtrState; Init Required=No; Return Type=void; Timing Budget=<60 µs"
MON-RUN-003,Runnable: MtrMon_10ms,"1. Read MtrT (sint16, °C)2. OT detection with hysteresis:   - Enter OT: T > TOtThd → OtSt=TRUE   - Exit OT:  T < (TOtThd - TOtHyst) → OtSt=FALSE3. Thermal derating: if T near threshold:   IqAvail = IqMaxNom - IqDerateSlope*(T - (TOtThd - 20))   Clamp IqAvail to [0, IqMaxNom]4. If OcState=Fault → IqMaxOut=0 (OC overrides derating)   Else: IqMaxOut = IqAvail5. Update MtrProtSt (OT_Fault or OT_Warn)",interface,ASIL-B,must,,approved,"10ms sufficient for thermal dynamics; Runnable ShortName=MtrMon_10ms; RTE Event=TimingEvent; Cycle / Condition=10 ms; Ports Read=MtrT; Ports Written=OtSt, IqMaxOut, MtrProtSt; CalPrm Used=TOtThd, TOtHyst, IqDerateSlope, IqMaxNom; IRV Read=OtState, OcState; IRV Written=OtState; ExclusiveArea=EA_MtrState; Init Required=No; Return Type=void; Timing Budget=<40 µs"
MON-CAL-001,CalPrm: IOcThd,Overcurrent peak threshold,timing,ASIL-B,must,MtrMon_1ms,approved,Must be < hardware OC threshold; CalPrm ShortName=IOcThd; Long Name=Overcurrent peak threshold; Impl. Type=float32; Unit=A; Default Value=150.0; Min Value=50.0; Max Value=400.0; Resolution=0.1; A2L Access=Yes; Online Calibratable=No; CompuMethod=ALnrl; Used In Runnable=MtrMon_1ms; Physical Description=Peak |Idq| threshold triggering overcurrent fault; Impact if Wrong=Too low: nuisance trips. Too high: motor / inverter damage
MON-CAL-002,CalPrm: TOtThd,Overtemperature trip threshold,timing,ASIL-B,must,MtrMon_10ms,approved,Check motor datasheet; CalPrm ShortName=TOtThd; Long Name=Overtemperature trip threshold; Impl. Type=sint16; Unit=°C; Default Value=120; Min Value=80; Max Value=150; Resolution=1; A2L Access=Yes; Online Calibratable=No; CompuMethod=TIdentcl; Used In Runnable=MtrMon_10ms; Physical Description=Motor winding temperature triggering OT fault; Impact if Wrong=Too high: insulation damage / winding failure
MON-CAL-003,CalPrm: TOtHyst,Overtemperature hysteresis,timing,ASIL-B,must,MtrMon_10ms,approved,CalPrm ShortName=TOtHyst; Long Name=Overtemperature hysteresis; Impl. Type=sint16; Unit=°C; Default Value=10; Min Value=2; Max Value=30; Resolution=1; A2L Access=Yes; Online Calibratable=No; CompuMethod=TIdentcl; Used In Runnable=MtrMon_10ms; Physical Description=Temperature must drop by this much below TOtThd to clear OT flag; Impact if Wrong=Too small: chattering. Too large: delayed recovery
MON-CAL-004,CalPrm: VdcOvThd,DC bus overvoltage threshold,timing,ASIL-B,must,MtrMon_1ms,approved,CalPrm ShortName=VdcOvThd; Long Name=DC bus overvoltage threshold; Impl. Type=uint16; Unit=V×10; Default Value=7500; Min Value=4000; Max Value=9000; Resolution=1; A2L Access=Yes; Online Calibratable=No; CompuMethod=VdcLnrl; Used In Runnable=MtrMon_1ms; Physical Description=DC bus OV fault threshold (×0.1 → 750 V); Impact if Wrong=Too low: nuisance trips during regen. Too high: capacitor damage
MON-CAL-005,CalPrm: VdcUvThd,DC bus undervoltage threshold,timing,ASIL-B,must,MtrMon_1ms,approved,CalPrm ShortName=VdcUvThd; Long Name=DC bus undervoltage threshold; Impl. Type=uint16; Unit=V×10; Default Value=3000; Min Value=1000; Max Value=4000; Resolution=1; A2L Access=Yes; Online Calibratable=No; CompuMethod=VdcLnrl; Used In Runnable=MtrMon_1ms; Physical Description=DC bus UV fault threshold (×0.1 → 300 V); Impact if Wrong=Too high: spurious faults. Too low: controller brownout
MON-CAL-006,CalPrm: IqDerateSlope,Iq thermal derating slope,timing,ASIL-B,must,MtrMon_10ms,approved,CalPrm ShortName=IqDerateSlope; Long Name=Iq thermal derating slope; Impl. Type=float32; Unit=A/°C; Default Value=2.0; Min Value=0.1; Max Value=20.0; Resolution=0.01; A2L Access=Yes; Online Calibratable=Yes; CompuMethod=ALnrl; Used In Runnable=MtrMon_10ms; Physical Description=Rate at which IqMax is reduced per °C above derating start (TOtThd-20°C); Impact if Wrong=Too steep: aggressive derating. Too shallow: insufficient protection
MON-IRV-001,OcState,OC state machine (0=OK 1=Warning 2=Fault 3=Debounce),functional,ASIL-B,must,,approved,"Kind=IRV; Written By=MtrMon_1ms, MtrMon_Init; Read By=MtrMon_10ms, MtrMon_1ms; Protected By EA=EA_MtrState; Data Description=OC state machine (0=OK 1=Warning 2=Fault 3=Debounce); Init Value=0U; Size (bytes)=1"
MON-IRV-002,OtState,OT state machine (0=OK 1=Warning 2=Fault),functional,ASIL-B,must,,approved,"Kind=IRV; Written By=MtrMon_10ms, MtrMon_Init; Read By=MtrMon_10ms, MtrMon_1ms; Protected By EA=EA_MtrState; Data Description=OT state machine (0=OK 1=Warning 2=Fault); Init Value=0U; Size (bytes)=1"
MON-EA-001,EA_MtrState,Protects OcState and OtState between 1ms and 10ms runnables (different tasks),functional,ASIL-B,must,,approved,Critical: 1ms and 10ms are in different OS tasks on TC377; Kind=ExclusiveArea; Written By=—; Read By=—; Protected By EA=—; Data Description=Protects OcState and OtState between 1ms and 10ms runnables (different tasks); Init Value=—; Size (bytes)=—; Persistence=—
