Req_ID,Title,Description,Type,ASIL,Priority,Module_Hint,Status,Notes
REQ-BMS-021,EKF Measurement Update,"EKF_Update() shall compute the Kalman gain K = P_pred * H^T / (H * P_pred * H^T + R) and correct the state estimate: x_est = x_pred + K * (V_meas - V_model), where V_model = OCV(SOC) + V_RC1 + V_RC2 + I_pack * R0. Covariance P_est = (I - K * H) * P_pred. Measurement noise R = 1e-4 V^2; process noise Q_SOC = 1e-8 per step.",functional,ASIL-D,MUST,SWC_BatteryManagement,approved,OCV(SOC) is a 101-point lookup table stored as calibration ROM array; req_type=FUNCTIONAL
REQ-BMS-022,SOC Clamping,"SOC_Clamp() shall ensure the final SOC estimate is clamped to the range [SOC_MIN = 5.0 %, SOC_MAX = 95.0 %] before writing to PP_SOCPercent. If the raw EKF estimate exceeds 95.0 % or falls below 5.0 % for more than 10 consecutive cycles, DTC_BMS_SOC_LIMIT (0xB10003) shall be set.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,Clamping protects battery from full charge / full discharge damage; req_type=SAFETY
REQ-BMS-023,Current Integration Backup,"When V_meas is unavailable (sensor timeout > 20 ms), RE_EstimateSOC shall fall back to pure coulomb counting: SOC(k+1) = SOC(k) - (I_pack * DT) / Q_nom and set bit[0] of PP_BMSStatus.u8Mode to indicate degraded estimation. Coulomb counting accumulation error shall not exceed ±2% SOC per hour.",functional,ASIL-B,MUST,SWC_BatteryManagement,approved,Degraded mode flag is read by instrument cluster for warning lamp; req_type=FUNCTIONAL
REQ-BMS-030,Cell Delta Calculation,"CalcCellDelta() shall compute V_mean = sum(V_cell[i], i=0..95) / 96 and V_delta[i] = V_cell[i] - V_mean for each of the 96 cells. Cells with V_delta[i] > BALANCE_THRESHOLD_V (15 mV) are marked as candidates in l_u8BalanceMask bitmask (96 bits = 12 bytes).",functional,ASIL-B,MUST,SWC_BatteryManagement,approved,BALANCE_THRESHOLD_V stored as calibration constant in ROM; req_type=FUNCTIONAL
REQ-BMS-031,Balancing Cell Selection Limit,"SelectBalanceCells() shall limit the number of simultaneously active bleed resistors to MAX_SIMULTANEOUS_BALANCE = 8 to prevent excessive heat generation. If more than 8 cells exceed the threshold, the 8 cells with highest V_delta shall be selected.",functional,ASIL-B,MUST,SWC_BatteryManagement,approved,8-cell limit determined by thermal analysis of PCB heat dissipation; req_type=FUNCTIONAL
REQ-BMS-032,Balance Relay Control,SetBalanceRelays() shall write the selected l_u8BalanceMask to the cell monitoring IC via SPI within 1 ms of being called. Balancing shall be inhibited (all relays open) when pack current I_pack > 5 A (charging or discharging) to prevent measurement interference.,functional,ASIL-B,MUST,SWC_BatteryManagement,approved,Cell monitoring IC: LTC6811-2 compatible protocol; req_type=FUNCTIONAL
REQ-BMS-040,Temperature Gradient Calculation,"CalcTempGradient() shall compute T_max = max(T_cell[i], i=0..31), T_min = min(T_cell[i], i=0..31), and T_gradient = T_max - T_min. If T_gradient > TEMP_GRADIENT_LIMIT_K (8 K) for more than 5 consecutive 50 ms cycles, DTC_BMS_TEMP_GRADIENT (0xB10006) shall be set.",functional,ASIL-C,MUST,SWC_BatteryManagement,approved,High gradient indicates cooling blockage or cell degradation; req_type=FUNCTIONAL
REQ-BMS-041,Cooling PWM Control,"SetCoolingPWM() shall compute the PWM duty cycle for the cooling pump as: duty_cycle = K_COOL_P * (T_max - T_TARGET_K) + K_COOL_I * integral_error, where T_TARGET_K = 298.15 K (25 °C), K_COOL_P = 5.0 %/K, K_COOL_I = 0.1 %/(K·s). Duty cycle shall be clamped to [PWM_MIN = 0 %, PWM_MAX = 100 %].",functional,ASIL-C,MUST,SWC_BatteryManagement,approved,PI controller; integral windup protection: clamp integral when output saturated; req_type=FUNCTIONAL
REQ-BMS-042,Thermal Power Derating,"RE_ManageThermal shall compute power derating factor: derate = 1.0 - clamp((T_max - T_DERATE_START_K) / T_DERATE_RANGE_K, 0.0, 1.0), where T_DERATE_START_K = 313.15 K (40 °C), T_DERATE_RANGE_K = 20 K. PP_PackPowerLimit.f32DischargeLimitW = P_MAX_W * derate. P_MAX_W = 150000 W (150 kW).",safety,ASIL-C,MUST,SWC_BatteryManagement,approved,Linear derating from 100% at 40 °C to 0% at 60 °C; req_type=SAFETY
REQ-BMS-050,Overcurrent Detection,"RE_MonitorSafety shall check I_pack against I_MAX_DISCHARGE = 300 A and I_MAX_CHARGE = -150 A every 5 ms. If I_pack > I_MAX_DISCHARGE or I_pack < I_MAX_CHARGE for more than 2 consecutive cycles (10 ms debounce), OpenContactors() shall be called and DTC_BMS_OVERCURRENT (0xB10001) set.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,2-cycle debounce = 10 ms worst case; hardware fuse triggers at 500 A; req_type=SAFETY
REQ-BMS-051,Overvoltage / Undervoltage Detection,"RE_MonitorSafety shall check every cell voltage against V_CELL_MAX = 4.20 V and V_CELL_MIN = 2.50 V every 5 ms. If any cell exceeds V_CELL_MAX or drops below V_CELL_MIN for 2 consecutive cycles, OpenContactors() shall be called and the corresponding DTC DTC_BMS_OVERVOLTAGE (0xB10004) or DTC_BMS_UNDERVOLTAGE (0xB10005) set.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,Per-cell check on all 96 cells; first violating cell ID stored in DTC snapshot; req_type=SAFETY
REQ-BMS-052,Overtemperature Detection,"RE_MonitorSafety shall check T_max against T_CELL_MAX_K = 333.15 K (60 °C) every 5 ms. If T_max exceeds T_CELL_MAX_K for 4 consecutive cycles (20 ms), OpenContactors() shall be called and DTC_BMS_OVERTEMP (0xB10002) set. Recovery shall require manual service reset; automatic recovery is inhibited.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,Overtemp latch requires service reset to prevent repeated thermal damage; req_type=SAFETY
REQ-BMS-053,Open Contactor Function,"OpenContactors() shall: (1) set PP_ContactorState = OPEN, (2) zero PP_PackPowerLimit.f32DischargeLimitW and f32ChargeLimitW, (3) call Dem_ReportErrorStatus() for the triggering DTC, (4) call NvM_WriteBlock(NvM_BMS_FaultLog) to persist the fault record. All four steps shall complete within the 5 ms RE_MonitorSafety window.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,NvM write is non-blocking (deferred write mode) — does not block 5 ms cycle; req_type=SAFETY
REQ-BMS-060,Precharge Sequence,"RE_ControlContactors shall implement the precharge sequence when VehicleReadyStatus transitions from OFF to ON: (1) Close precharge relay, set PP_ContactorState = PRECHARGE; (2) Monitor V_DC_link via RP_DCLinkVoltage; (3) When V_DC_link >= 0.95 * V_pack_nominal close main contactor; (4) Open precharge relay, set PP_ContactorState = CLOSED. Sequence timeout = 2 s; abort to OPEN if exceeded.",functional,ASIL-D,MUST,SWC_BatteryManagement,approved,Precharge limits inrush current; 95% threshold from inverter capacitor spec; req_type=FUNCTIONAL
REQ-BMS-061,Contactor State Verification,"VerifyContactorState() shall read back the physical contactor status from the contactor feedback pins via RP_ContactorFeedback and compare against the commanded state. If commanded != actual for more than 50 ms, DTC_BMS_CONTACTOR_WELD (0xB10007) shall be set and the system shall transition to FAIL_SAFE mode.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,Contactor weld detection is an ASIL-D requirement; 50 ms = 10 contactor cycles; req_type=SAFETY
REQ-BMS-070,SOH Estimation,"RE_EstimateSOC shall update State-of-Health every full charge cycle by computing Q_meas = integral(I_pack * DT) over one full charge from SOC = 10 % to SOC = 90 %, then SOH = (Q_meas / Q_nom_new) * 100 %. Q_nom_new = 100 Ah (rated new capacity). Result shall be written to PP_SOHPercent and stored in NvM_BMS_SOCLog.",functional,ASIL-B,MUST,SWC_BatteryManagement,approved,SOH degrades from 100% (new) to <80% (end-of-life threshold per ISO 6469); req_type=FUNCTIONAL
REQ-BMS-080,DTC SOC Limit Exceeded,"DTC_BMS_SOC_LIMIT (0xB10003) shall be reported via Dem_ReportErrorStatus when the EKF raw SOC estimate exceeds SOC_MAX = 95 % or falls below SOC_MIN = 5 % for 10 consecutive 10 ms cycles. Snapshot data: raw_SOC, I_pack, V_pack_avg.",functional,ASIL-D,MUST,SWC_BatteryManagement,approved,DTC snapshot stored via Dem_GetEventFreezeFrameData; req_type=FUNCTIONAL
REQ-BMS-081,DTC Healing,All healable DTCs (0xB10001 through 0xB10007 excluding overtemp latch 0xB10002) shall be cleared automatically after 5 consecutive fault-free evaluation cycles. Healing counters shall be reset on each fault recurrence.,functional,ASIL-B,MUST,SWC_BatteryManagement,approved,Overtemp latch (0xB10002) requires manual reset; all others auto-heal; req_type=FUNCTIONAL
REQ-BMS-090,E2E Protection,"All safety-relevant CAN input signals (RP_PackCurrent, RP_CellVoltages, RP_CellTemperatures) shall be protected by AUTOSAR E2E Profile 2. E2E counter mismatch on RP_PackCurrent shall trigger DTC_BMS_CAN_TIMEOUT (0xB10008) after 3 consecutive failures at 10 ms cycle.",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,E2E counter timeout = 30 ms worst case; req_type=SAFETY
REQ-BMS-091,Watchdog Supervision,"RE_MonitorSafety shall trigger the hardware watchdog via Rte_Call every 5 ms. A missed watchdog trigger shall cause the ASIL-D hardware watchdog to reset the ECU. On restart, the SWC shall detect the watchdog reset cause via McuResetCause register and set DTC_BMS_WATCHDOG (0xB10009).",safety,ASIL-D,MUST,SWC_BatteryManagement,approved,Hardware watchdog is independent of software — ASIL-D decomposition; req_type=SAFETY
